property_id,date,event_type,severity,damage_value
PROP_00833,2020-10-27,Flood,Moderate,3787340
PROP_00834,2020-10-27,Flood,Moderate,1095377
PROP_00887,2020-10-27,Flood,Severe,3606093
PROP_00924,2020-10-27,Flood,Moderate,542790
PROP_00926,2020-10-27,Hail,Moderate,6098669
PROP_00930,2020-10-27,Flood,Minor,1189286
PROP_00946,2020-10-27,Storm,Minor,1674512
PROP_00966,2020-10-27,Flood,Minor,582767
PROP_00967,2020-10-27,Hail,Severe,1213653
PROP_00000,2020-11-26,Flood,Minor,2407078
PROP_00020,2020-11-26,Storm,Severe,682400
PROP_00021,2020-11-26,Flood,Minor,1167262
PROP_00027,2020-11-26,Flood,Severe,661635
PROP_00045,2020-11-26,Hail,Minor,633353
PROP_00055,2020-11-26,Storm,Minor,1616050
PROP_00060,2020-11-26,Storm,Minor,192800
PROP_00091,2020-11-26,Flood,Severe,98125
PROP_00111,2020-11-26,Flood,Minor,3312740
PROP_00115,2020-11-26,Storm,Minor,2000398
PROP_00134,2020-11-26,Hail,Moderate,2600998
PROP_00135,2020-11-26,Flood,Minor,3482622
PROP_00143,2020-11-26,Flood,Moderate,1345764
PROP_00146,2020-11-26,Flood,Moderate,2852813
PROP_00152,2020-11-26,Flood,Minor,866794
PROP_00163,2020-11-26,Storm,Moderate,1344842
PROP_00170,2020-11-26,Hail,Moderate,152100
PROP_00186,2020-11-26,Hail,Minor,1574205
PROP_00194,2020-11-26,Flood,Moderate,2849333
PROP_00225,2020-11-26,Flood,Minor,436787
PROP_00226,2020-11-26,Hail,Moderate,1938481
PROP_00241,2020-11-26,Hail,Minor,901330
PROP_00242,2020-11-26,Storm,Severe,4613994
PROP_00246,2020-11-26,Flood,Severe,2112457
PROP_00261,2020-11-26,Storm,Severe,2567928
PROP_00265,2020-11-26,Storm,Minor,5289364
PROP_00300,2020-11-26,Flood,Minor,3107622
PROP_00302,2020-11-26,Flood,Moderate,4420026
PROP_00303,2020-11-26,Storm,Minor,3041767
PROP_00307,2020-11-26,Storm,Severe,589585
PROP_00308,2020-11-26,Hail,Minor,171346
PROP_00310,2020-11-26,Storm,Moderate,1799061
PROP_00319,2020-11-26,Storm,Minor,1252968
PROP_00325,2020-11-26,Flood,Severe,2214941
PROP_00327,2020-11-26,Flood,Moderate,166412
PROP_00331,2020-11-26,Storm,Severe,1106676
PROP_00341,2020-11-26,Flood,Minor,394039
PROP_00358,2020-11-26,Storm,Minor,625867
PROP_00375,2020-11-26,Flood,Minor,322693
PROP_00386,2020-11-26,Flood,Moderate,1162953
PROP_00406,2020-11-26,Flood,Moderate,647255
PROP_00409,2020-11-26,Flood,Minor,702360
PROP_00411,2020-11-26,Flood,Severe,2771221
PROP_00419,2020-11-26,Hail,Moderate,1448870
PROP_00424,2020-11-26,Storm,Minor,1042263
PROP_00429,2020-11-26,Hail,Minor,1622908
PROP_00433,2020-11-26,Flood,Moderate,140820
PROP_00477,2020-11-26,Flood,Moderate,1898943
PROP_00479,2020-11-26,Flood,Moderate,3668195
PROP_00487,2020-11-26,Flood,Minor,6844194
PROP_00494,2020-11-26,Flood,Severe,594440
PROP_00519,2020-11-26,Storm,Severe,444966
PROP_00521,2020-11-26,Flood,Minor,1977495
PROP_00526,2020-11-26,Hail,Minor,974528
PROP_00528,2020-11-26,Storm,Minor,191339
PROP_00530,2020-11-26,Hail,Minor,3480990
PROP_00544,2020-11-26,Storm,Severe,1746887
PROP_00548,2020-11-26,Hail,Severe,374792
PROP_00549,2020-11-26,Flood,Severe,2012099
PROP_00551,2020-11-26,Flood,Moderate,2799856
PROP_00557,2020-11-26,Hail,Severe,183476
PROP_00584,2020-11-26,Hail,Severe,302075
PROP_00587,2020-11-26,Storm,Severe,8218221
PROP_00594,2020-11-26,Flood,Minor,107502
PROP_00599,2020-11-26,Flood,Minor,1989954
PROP_00614,2020-11-26,Hail,Severe,1773247
PROP_00616,2020-11-26,Hail,Minor,1139088
PROP_00618,2020-11-26,Storm,Moderate,1813490
PROP_00629,2020-11-26,Flood,Minor,1003104
PROP_00643,2020-11-26,Storm,Minor,1408217
PROP_00666,2020-11-26,Hail,Moderate,1366239
PROP_00682,2020-11-26,Flood,Minor,546249
PROP_00702,2020-11-26,Storm,Moderate,1050511
PROP_00704,2020-11-26,Hail,Minor,3050248
PROP_00739,2020-11-26,Storm,Moderate,3249655
PROP_00746,2020-11-26,Flood,Severe,958797
PROP_00750,2020-11-26,Hail,Moderate,864954
PROP_00753,2020-11-26,Hail,Minor,2785763
PROP_00774,2020-11-26,Storm,Moderate,800960
PROP_00821,2020-11-26,Flood,Moderate,2185319
PROP_00842,2020-11-26,Flood,Minor,319947
PROP_00847,2020-11-26,Flood,Minor,2770530
PROP_00854,2020-11-26,Flood,Minor,1080419
PROP_00897,2020-11-26,Flood,Severe,233841
PROP_00906,2020-11-26,Flood,Moderate,866000
PROP_00907,2020-11-26,Storm,Severe,2435274
PROP_00914,2020-11-26,Flood,Minor,2331289
PROP_00924,2020-11-26,Flood,Minor,1285620
PROP_00941,2020-11-26,Storm,Minor,1426565
PROP_00945,2020-11-26,Flood,Moderate,251237
PROP_00954,2020-11-26,Flood,Moderate,2011180
PROP_00955,2020-11-26,Flood,Minor,753572
PROP_00012,2020-12-26,Flood,Minor,422453
PROP_00015,2020-12-26,Flood,Minor,2519497
PROP_00033,2020-12-26,Flood,Moderate,226084
PROP_00042,2020-12-26,Flood,Severe,83972
PROP_00062,2020-12-26,Hail,Moderate,5575090
PROP_00098,2020-12-26,Hail,Moderate,2126730
PROP_00101,2020-12-26,Flood,Minor,108174
PROP_00103,2020-12-26,Hail,Minor,515599
PROP_00110,2020-12-26,Hail,Minor,1435287
PROP_00117,2020-12-26,Hail,Minor,4389443
PROP_00122,2020-12-26,Hail,Minor,403772
PROP_00126,2020-12-26,Flood,Severe,689345
PROP_00137,2020-12-26,Hail,Severe,1933232
PROP_00155,2020-12-26,Flood,Moderate,1375276
PROP_00167,2020-12-26,Flood,Moderate,837903
PROP_00168,2020-12-26,Flood,Minor,1610386
PROP_00186,2020-12-26,Hail,Minor,894884
PROP_00213,2020-12-26,Flood,Minor,2608096
PROP_00215,2020-12-26,Hail,Minor,1205877
PROP_00221,2020-12-26,Flood,Minor,474211
PROP_00241,2020-12-26,Flood,Minor,371311
PROP_00260,2020-12-26,Hail,Minor,986809
PROP_00264,2020-12-26,Hail,Severe,551260
PROP_00269,2020-12-26,Storm,Moderate,851813
PROP_00270,2020-12-26,Hail,Minor,2254692
PROP_00303,2020-12-26,Flood,Minor,3606589
PROP_00304,2020-12-26,Flood,Minor,206959
PROP_00359,2020-12-26,Flood,Minor,2222411
PROP_00365,2020-12-26,Storm,Moderate,1200862
PROP_00412,2020-12-26,Flood,Minor,419053
PROP_00433,2020-12-26,Hail,Minor,1366454
PROP_00438,2020-12-26,Storm,Minor,2052744
PROP_00449,2020-12-26,Hail,Minor,1088977
PROP_00474,2020-12-26,Hail,Moderate,798463
PROP_00477,2020-12-26,Flood,Minor,657072
PROP_00484,2020-12-26,Storm,Minor,294850
PROP_00491,2020-12-26,Storm,Moderate,337514
PROP_00523,2020-12-26,Flood,Moderate,1224840
PROP_00526,2020-12-26,Flood,Severe,349088
PROP_00544,2020-12-26,Flood,Moderate,688862
PROP_00549,2020-12-26,Flood,Minor,2682473
PROP_00566,2020-12-26,Storm,Minor,1397019
PROP_00570,2020-12-26,Storm,Severe,164629
PROP_00582,2020-12-26,Flood,Severe,611700
PROP_00597,2020-12-26,Flood,Severe,192308
PROP_00618,2020-12-26,Storm,Severe,1299830
PROP_00625,2020-12-26,Storm,Minor,1794169
PROP_00629,2020-12-26,Flood,Moderate,1227804
PROP_00642,2020-12-26,Flood,Minor,592483
PROP_00645,2020-12-26,Storm,Moderate,2158048
PROP_00665,2020-12-26,Flood,Severe,2072049
PROP_00686,2020-12-26,Storm,Minor,1214853
PROP_00700,2020-12-26,Flood,Severe,754846
PROP_00703,2020-12-26,Storm,Minor,2832163
PROP_00707,2020-12-26,Hail,Severe,817886
PROP_00731,2020-12-26,Storm,Moderate,1382690
PROP_00735,2020-12-26,Flood,Moderate,2078453
PROP_00755,2020-12-26,Storm,Minor,2080872
PROP_00763,2020-12-26,Flood,Severe,2312117
PROP_00777,2020-12-26,Flood,Minor,1703721
PROP_00796,2020-12-26,Storm,Minor,2019932
PROP_00799,2020-12-26,Hail,Moderate,1329925
PROP_00823,2020-12-26,Storm,Severe,2763850
PROP_00830,2020-12-26,Flood,Minor,301803
PROP_00843,2020-12-26,Flood,Moderate,444495
PROP_00858,2020-12-26,Storm,Minor,2358202
PROP_00864,2020-12-26,Flood,Severe,147238
PROP_00873,2020-12-26,Storm,Severe,1868236
PROP_00879,2020-12-26,Flood,Minor,2248234
PROP_00882,2020-12-26,Flood,Minor,1438977
PROP_00884,2020-12-26,Flood,Moderate,732529
PROP_00897,2020-12-26,Flood,Minor,721814
PROP_00898,2020-12-26,Hail,Severe,696815
PROP_00922,2020-12-26,Storm,Moderate,2157315
PROP_00933,2020-12-26,Flood,Minor,1306928
PROP_00947,2020-12-26,Flood,Minor,418053
PROP_00952,2020-12-26,Flood,Severe,945169
PROP_00970,2020-12-26,Storm,Severe,1211007
PROP_00975,2020-12-26,Storm,Moderate,1423323
PROP_00977,2020-12-26,Flood,Minor,1484665
PROP_00978,2020-12-26,Hail,Moderate,1920936
PROP_00995,2020-12-26,Hail,Minor,485749
PROP_00070,2021-01-25,Flood,Minor,1533051
PROP_00191,2021-01-25,Hail,Severe,1030959
PROP_00283,2021-01-25,Hail,Minor,5772282
PROP_00365,2021-01-25,Storm,Severe,1327213
PROP_00374,2021-01-25,Flood,Moderate,1748550
PROP_00383,2021-01-25,Storm,Moderate,1327317
PROP_00401,2021-01-25,Flood,Minor,271940
PROP_00402,2021-01-25,Flood,Minor,442380
PROP_00404,2021-01-25,Hail,Severe,744555
PROP_00511,2021-01-25,Flood,Severe,2938295
PROP_00546,2021-01-25,Storm,Moderate,1756833
PROP_00586,2021-01-25,Flood,Severe,1402634
PROP_00589,2021-01-25,Storm,Moderate,3950371
PROP_00607,2021-01-25,Flood,Severe,328725
PROP_00702,2021-01-25,Flood,Minor,2548125
PROP_00716,2021-01-25,Storm,Severe,3461092
PROP_00751,2021-01-25,Hail,Severe,1516086
PROP_00777,2021-01-25,Flood,Moderate,1390458
PROP_00780,2021-01-25,Hail,Severe,172968
PROP_00817,2021-01-25,Flood,Severe,778513
PROP_00868,2021-01-25,Storm,Moderate,140593
PROP_00931,2021-01-25,Storm,Minor,322489
PROP_00984,2021-01-25,Storm,Minor,1629523
PROP_00034,2021-02-24,Flood,Minor,1436593
PROP_00041,2021-02-24,Flood,Minor,1558905
PROP_00060,2021-02-24,Hail,Moderate,305453
PROP_00349,2021-02-24,Storm,Moderate,891930
PROP_00382,2021-02-24,Hail,Severe,958171
PROP_00384,2021-02-24,Storm,Moderate,3853073
PROP_00450,2021-02-24,Flood,Minor,57430
PROP_00468,2021-02-24,Storm,Minor,1330787
PROP_00491,2021-02-24,Flood,Severe,1361722
PROP_00496,2021-02-24,Flood,Minor,1453381
PROP_00555,2021-02-24,Hail,Minor,1457256
PROP_00559,2021-02-24,Storm,Minor,245678
PROP_00596,2021-02-24,Hail,Moderate,578765
PROP_00735,2021-02-24,Flood,Minor,953722
PROP_00808,2021-02-24,Storm,Minor,135305
PROP_00948,2021-02-24,Storm,Severe,99474
PROP_00985,2021-02-24,Flood,Minor,724220
PROP_00010,2021-03-26,Hail,Minor,1238612
PROP_00012,2021-03-26,Storm,Minor,687818
PROP_00014,2021-03-26,Storm,Severe,408855
PROP_00019,2021-03-26,Flood,Moderate,652287
PROP_00023,2021-03-26,Flood,Moderate,480322
PROP_00050,2021-03-26,Storm,Minor,3762120
PROP_00056,2021-03-26,Flood,Minor,6797435
PROP_00066,2021-03-26,Storm,Moderate,192531
PROP_00077,2021-03-26,Flood,Moderate,1137520
PROP_00078,2021-03-26,Flood,Severe,718147
PROP_00080,2021-03-26,Storm,Minor,1954423
PROP_00088,2021-03-26,Hail,Moderate,4998901
PROP_00100,2021-03-26,Flood,Moderate,674604
PROP_00103,2021-03-26,Flood,Moderate,1037436
PROP_00120,2021-03-26,Flood,Moderate,503547
PROP_00122,2021-03-26,Flood,Moderate,1183649
PROP_00129,2021-03-26,Flood,Severe,458866
PROP_00137,2021-03-26,Flood,Minor,1078509
PROP_00142,2021-03-26,Storm,Severe,1463769
PROP_00156,2021-03-26,Flood,Minor,320239
PROP_00157,2021-03-26,Flood,Minor,1407444
PROP_00174,2021-03-26,Storm,Minor,663560
PROP_00183,2021-03-26,Flood,Severe,2968801
PROP_00187,2021-03-26,Storm,Moderate,756243
PROP_00190,2021-03-26,Flood,Moderate,254494
PROP_00198,2021-03-26,Flood,Minor,2162595
PROP_00199,2021-03-26,Flood,Moderate,618521
PROP_00204,2021-03-26,Storm,Severe,332505
PROP_00206,2021-03-26,Storm,Minor,779233
PROP_00208,2021-03-26,Storm,Minor,774883
PROP_00211,2021-03-26,Storm,Moderate,490558
PROP_00219,2021-03-26,Flood,Minor,262558
PROP_00225,2021-03-26,Storm,Moderate,1222031
PROP_00248,2021-03-26,Storm,Minor,2337726
PROP_00252,2021-03-26,Storm,Minor,1938737
PROP_00253,2021-03-26,Storm,Moderate,412387
PROP_00269,2021-03-26,Storm,Minor,697005
PROP_00276,2021-03-26,Hail,Minor,690671
PROP_00285,2021-03-26,Flood,Moderate,1143604
PROP_00295,2021-03-26,Flood,Minor,856500
PROP_00299,2021-03-26,Flood,Minor,714575
PROP_00301,2021-03-26,Hail,Moderate,228264
PROP_00302,2021-03-26,Hail,Minor,4072434
PROP_00303,2021-03-26,Flood,Moderate,1091233
PROP_00315,2021-03-26,Flood,Moderate,1882609
PROP_00316,2021-03-26,Hail,Minor,2672328
PROP_00324,2021-03-26,Flood,Moderate,2576697
PROP_00327,2021-03-26,Flood,Moderate,228981
PROP_00331,2021-03-26,Storm,Minor,2469179
PROP_00333,2021-03-26,Storm,Minor,344015
PROP_00339,2021-03-26,Storm,Severe,678406
PROP_00357,2021-03-26,Hail,Minor,2251623
PROP_00370,2021-03-26,Flood,Moderate,4894199
PROP_00381,2021-03-26,Flood,Severe,1921060
PROP_00394,2021-03-26,Storm,Minor,389539
PROP_00423,2021-03-26,Flood,Moderate,551003
PROP_00426,2021-03-26,Storm,Moderate,818481
PROP_00428,2021-03-26,Hail,Minor,1745367
PROP_00466,2021-03-26,Flood,Severe,225406
PROP_00468,2021-03-26,Hail,Moderate,517712
PROP_00492,2021-03-26,Hail,Moderate,1847067
PROP_00504,2021-03-26,Storm,Minor,3221286
PROP_00505,2021-03-26,Flood,Minor,902109
PROP_00509,2021-03-26,Flood,Severe,4924765
PROP_00512,2021-03-26,Storm,Moderate,47827
PROP_00514,2021-03-26,Storm,Minor,748532
PROP_00537,2021-03-26,Flood,Severe,904091
PROP_00551,2021-03-26,Flood,Minor,1113927
PROP_00589,2021-03-26,Storm,Severe,3737480
PROP_00614,2021-03-26,Flood,Moderate,260959
PROP_00622,2021-03-26,Hail,Minor,1048114
PROP_00623,2021-03-26,Flood,Severe,3284301
PROP_00627,2021-03-26,Storm,Moderate,958273
PROP_00630,2021-03-26,Flood,Moderate,679155
PROP_00631,2021-03-26,Flood,Severe,1040648
PROP_00640,2021-03-26,Flood,Minor,896877
PROP_00648,2021-03-26,Flood,Minor,1749120
PROP_00651,2021-03-26,Storm,Moderate,1168136
PROP_00653,2021-03-26,Hail,Severe,1883032
PROP_00679,2021-03-26,Storm,Minor,667442
PROP_00693,2021-03-26,Storm,Minor,457274
PROP_00719,2021-03-26,Hail,Minor,273537
PROP_00721,2021-03-26,Storm,Minor,1040778
PROP_00723,2021-03-26,Storm,Minor,634934
PROP_00729,2021-03-26,Flood,Moderate,1267352
PROP_00735,2021-03-26,Flood,Moderate,802566
PROP_00741,2021-03-26,Hail,Moderate,985146
PROP_00748,2021-03-26,Storm,Severe,1843641
PROP_00749,2021-03-26,Storm,Minor,928336
PROP_00750,2021-03-26,Flood,Minor,3134545
PROP_00758,2021-03-26,Hail,Minor,1113647
PROP_00762,2021-03-26,Hail,Moderate,2982077
PROP_00777,2021-03-26,Flood,Severe,1839966
PROP_00779,2021-03-26,Hail,Moderate,638867
PROP_00784,2021-03-26,Flood,Minor,1190206
PROP_00795,2021-03-26,Flood,Severe,863826
PROP_00804,2021-03-26,Flood,Minor,2090078
PROP_00810,2021-03-26,Storm,Moderate,992451
PROP_00830,2021-03-26,Flood,Moderate,157898
PROP_00846,2021-03-26,Flood,Moderate,376392
PROP_00850,2021-03-26,Flood,Moderate,2210689
PROP_00865,2021-03-26,Flood,Moderate,1305678
PROP_00873,2021-03-26,Flood,Minor,1355697
PROP_00883,2021-03-26,Storm,Moderate,267315
PROP_00887,2021-03-26,Storm,Minor,1575786
PROP_00897,2021-03-26,Flood,Severe,820762
PROP_00904,2021-03-26,Storm,Minor,3575256
PROP_00937,2021-03-26,Flood,Minor,1516961
PROP_00954,2021-03-26,Storm,Minor,1637537
PROP_00956,2021-03-26,Flood,Moderate,1281292
PROP_00957,2021-03-26,Flood,Moderate,1620241
PROP_00967,2021-03-26,Flood,Minor,1282682
PROP_00969,2021-03-26,Flood,Minor,131587
PROP_00977,2021-03-26,Storm,Severe,1623495
PROP_00995,2021-03-26,Storm,Moderate,8427464
PROP_00000,2021-04-25,Storm,Minor,1508943
PROP_00019,2021-04-25,Hail,Moderate,1491079
PROP_00028,2021-04-25,Flood,Minor,1976653
PROP_00030,2021-04-25,Flood,Minor,1395011
PROP_00051,2021-04-25,Flood,Minor,462929
PROP_00052,2021-04-25,Hail,Moderate,1828595
PROP_00065,2021-04-25,Storm,Minor,1049542
PROP_00074,2021-04-25,Flood,Moderate,1629490
PROP_00080,2021-04-25,Flood,Moderate,927101
PROP_00086,2021-04-25,Storm,Severe,584292
PROP_00088,2021-04-25,Hail,Minor,2444597
PROP_00098,2021-04-25,Storm,Moderate,1681242
PROP_00104,2021-04-25,Hail,Minor,10796646
PROP_00126,2021-04-25,Flood,Minor,2158372
PROP_00139,2021-04-25,Flood,Minor,2311559
PROP_00141,2021-04-25,Hail,Minor,813567
PROP_00148,2021-04-25,Storm,Moderate,656619
PROP_00158,2021-04-25,Hail,Minor,600750
PROP_00167,2021-04-25,Flood,Severe,990918
PROP_00170,2021-04-25,Storm,Moderate,1290721
PROP_00171,2021-04-25,Flood,Severe,3949659
PROP_00179,2021-04-25,Flood,Moderate,1809086
PROP_00182,2021-04-25,Flood,Minor,3538484
PROP_00192,2021-04-25,Flood,Minor,2222440
PROP_00200,2021-04-25,Flood,Minor,428890
PROP_00206,2021-04-25,Flood,Moderate,3621392
PROP_00225,2021-04-25,Storm,Minor,724019
PROP_00235,2021-04-25,Storm,Moderate,6742747
PROP_00238,2021-04-25,Flood,Minor,1166830
PROP_00261,2021-04-25,Flood,Minor,1784967
PROP_00266,2021-04-25,Storm,Severe,1542292
PROP_00277,2021-04-25,Flood,Minor,3005867
PROP_00289,2021-04-25,Flood,Minor,809560
PROP_00292,2021-04-25,Hail,Minor,1282991
PROP_00315,2021-04-25,Storm,Minor,1365205
PROP_00324,2021-04-25,Flood,Moderate,1563671
PROP_00327,2021-04-25,Flood,Moderate,578986
PROP_00336,2021-04-25,Flood,Severe,2328446
PROP_00359,2021-04-25,Flood,Moderate,805053
PROP_00364,2021-04-25,Hail,Moderate,3037988
PROP_00371,2021-04-25,Storm,Minor,1661116
PROP_00388,2021-04-25,Storm,Moderate,6175727
PROP_00391,2021-04-25,Flood,Moderate,1428750
PROP_00399,2021-04-25,Storm,Minor,2735488
PROP_00402,2021-04-25,Flood,Moderate,1444163
PROP_00403,2021-04-25,Storm,Moderate,2977409
PROP_00409,2021-04-25,Flood,Moderate,751922
PROP_00410,2021-04-25,Storm,Severe,2068872
PROP_00411,2021-04-25,Flood,Minor,349582
PROP_00413,2021-04-25,Storm,Moderate,417834
PROP_00448,2021-04-25,Hail,Severe,3435567
PROP_00449,2021-04-25,Hail,Moderate,2132840
PROP_00465,2021-04-25,Flood,Severe,742932
PROP_00467,2021-04-25,Flood,Minor,69789
PROP_00484,2021-04-25,Hail,Moderate,862846
PROP_00485,2021-04-25,Storm,Moderate,2227428
PROP_00497,2021-04-25,Flood,Minor,2511134
PROP_00505,2021-04-25,Hail,Severe,364047
PROP_00519,2021-04-25,Flood,Minor,533706
PROP_00558,2021-04-25,Flood,Moderate,713118
PROP_00567,2021-04-25,Flood,Minor,747592
PROP_00571,2021-04-25,Hail,Minor,70796
PROP_00577,2021-04-25,Hail,Severe,357844
PROP_00589,2021-04-25,Hail,Minor,5069187
PROP_00593,2021-04-25,Flood,Severe,1386652
PROP_00599,2021-04-25,Flood,Severe,2078689
PROP_00618,2021-04-25,Hail,Minor,2339484
PROP_00620,2021-04-25,Flood,Minor,839865
PROP_00632,2021-04-25,Flood,Minor,844954
PROP_00634,2021-04-25,Flood,Minor,1218958
PROP_00636,2021-04-25,Storm,Moderate,2457513
PROP_00645,2021-04-25,Storm,Severe,1973905
PROP_00664,2021-04-25,Flood,Minor,964495
PROP_00674,2021-04-25,Storm,Moderate,1644970
PROP_00684,2021-04-25,Storm,Severe,2807830
PROP_00697,2021-04-25,Hail,Minor,979638
PROP_00707,2021-04-25,Hail,Minor,786414
PROP_00719,2021-04-25,Storm,Minor,2601981
PROP_00724,2021-04-25,Storm,Moderate,270333
PROP_00730,2021-04-25,Storm,Moderate,1385284
PROP_00733,2021-04-25,Storm,Minor,3069605
PROP_00753,2021-04-25,Flood,Moderate,1529773
PROP_00758,2021-04-25,Flood,Minor,524635
PROP_00776,2021-04-25,Storm,Minor,4791253
PROP_00788,2021-04-25,Flood,Minor,959028
PROP_00791,2021-04-25,Storm,Minor,613449
PROP_00798,2021-04-25,Hail,Moderate,876924
PROP_00801,2021-04-25,Storm,Moderate,632044
PROP_00812,2021-04-25,Flood,Moderate,6811471
PROP_00827,2021-04-25,Hail,Moderate,3835079
PROP_00831,2021-04-25,Hail,Severe,2421114
PROP_00836,2021-04-25,Storm,Severe,2067400
PROP_00837,2021-04-25,Storm,Moderate,1649269
PROP_00848,2021-04-25,Hail,Moderate,379610
PROP_00867,2021-04-25,Flood,Minor,1483896
PROP_00881,2021-04-25,Flood,Minor,2856403
PROP_00904,2021-04-25,Storm,Severe,3296078
PROP_00906,2021-04-25,Flood,Minor,2914884
PROP_00914,2021-04-25,Storm,Moderate,2063942
PROP_00924,2021-04-25,Hail,Moderate,313082
PROP_00926,2021-04-25,Hail,Severe,2182782
PROP_00938,2021-04-25,Flood,Severe,458339
PROP_00955,2021-04-25,Storm,Moderate,1512001
PROP_00975,2021-04-25,Hail,Minor,1748290
PROP_00978,2021-04-25,Storm,Moderate,987774
PROP_00985,2021-04-25,Storm,Minor,1328448
PROP_00994,2021-04-25,Flood,Minor,2850625
PROP_00000,2021-05-25,Hail,Minor,883996
PROP_00002,2021-05-25,Storm,Minor,1076089
PROP_00042,2021-05-25,Flood,Minor,1239450
PROP_00060,2021-05-25,Flood,Moderate,2170533
PROP_00064,2021-05-25,Flood,Moderate,3003251
PROP_00077,2021-05-25,Flood,Minor,1058476
PROP_00084,2021-05-25,Storm,Minor,160894
PROP_00099,2021-05-25,Storm,Severe,1480622
PROP_00110,2021-05-25,Flood,Minor,423623
PROP_00118,2021-05-25,Storm,Severe,572101
PROP_00131,2021-05-25,Flood,Moderate,1163672
PROP_00133,2021-05-25,Flood,Moderate,4796401
PROP_00142,2021-05-25,Storm,Severe,2526962
PROP_00144,2021-05-25,Flood,Minor,1923406
PROP_00168,2021-05-25,Flood,Severe,3122656
PROP_00173,2021-05-25,Storm,Minor,1343869
PROP_00184,2021-05-25,Hail,Minor,963457
PROP_00192,2021-05-25,Hail,Minor,2790468
PROP_00193,2021-05-25,Storm,Minor,2491580
PROP_00198,2021-05-25,Hail,Minor,472890
PROP_00216,2021-05-25,Flood,Moderate,967080
PROP_00242,2021-05-25,Storm,Moderate,303170
PROP_00251,2021-05-25,Flood,Minor,4923759
PROP_00259,2021-05-25,Flood,Severe,566886
PROP_00267,2021-05-25,Flood,Moderate,244775
PROP_00272,2021-05-25,Storm,Minor,217816
PROP_00284,2021-05-25,Storm,Minor,1334598
PROP_00288,2021-05-25,Hail,Minor,2145879
PROP_00309,2021-05-25,Storm,Minor,1436667
PROP_00329,2021-05-25,Flood,Minor,1355836
PROP_00331,2021-05-25,Storm,Moderate,2074793
PROP_00359,2021-05-25,Hail,Severe,687341
PROP_00360,2021-05-25,Storm,Minor,2107323
PROP_00361,2021-05-25,Flood,Moderate,1902341
PROP_00362,2021-05-25,Flood,Moderate,1325101
PROP_00380,2021-05-25,Storm,Moderate,3118345
PROP_00384,2021-05-25,Storm,Minor,2590650
PROP_00390,2021-05-25,Flood,Minor,506634
PROP_00392,2021-05-25,Hail,Minor,209948
PROP_00395,2021-05-25,Flood,Minor,7678278
PROP_00411,2021-05-25,Storm,Severe,1235018
PROP_00430,2021-05-25,Flood,Minor,130463
PROP_00442,2021-05-25,Storm,Moderate,2836867
PROP_00447,2021-05-25,Flood,Moderate,107867
PROP_00471,2021-05-25,Flood,Minor,3038975
PROP_00473,2021-05-25,Storm,Minor,403123
PROP_00485,2021-05-25,Flood,Severe,506013
PROP_00502,2021-05-25,Flood,Minor,814140
PROP_00520,2021-05-25,Flood,Severe,2034531
PROP_00525,2021-05-25,Flood,Severe,3638228
PROP_00534,2021-05-25,Storm,Minor,3636498
PROP_00543,2021-05-25,Flood,Minor,1679788
PROP_00558,2021-05-25,Flood,Minor,822825
PROP_00573,2021-05-25,Hail,Minor,788611
PROP_00574,2021-05-25,Hail,Moderate,252093
PROP_00576,2021-05-25,Flood,Severe,1147209
PROP_00590,2021-05-25,Flood,Moderate,1727866
PROP_00609,2021-05-25,Flood,Moderate,841923
PROP_00610,2021-05-25,Flood,Severe,737261
PROP_00612,2021-05-25,Flood,Minor,1853921
PROP_00621,2021-05-25,Storm,Moderate,658227
PROP_00623,2021-05-25,Storm,Moderate,1358000
PROP_00639,2021-05-25,Storm,Minor,902625
PROP_00645,2021-05-25,Flood,Minor,1859406
PROP_00651,2021-05-25,Flood,Moderate,553328
PROP_00658,2021-05-25,Flood,Minor,346846
PROP_00664,2021-05-25,Flood,Moderate,1142131
PROP_00666,2021-05-25,Hail,Minor,3546898
PROP_00695,2021-05-25,Flood,Moderate,3346878
PROP_00700,2021-05-25,Hail,Minor,2062273
PROP_00704,2021-05-25,Hail,Minor,2502143
PROP_00716,2021-05-25,Storm,Minor,907794
PROP_00723,2021-05-25,Flood,Moderate,1770655
PROP_00726,2021-05-25,Flood,Severe,1747000
PROP_00774,2021-05-25,Storm,Moderate,2128389
PROP_00778,2021-05-25,Storm,Severe,914357
PROP_00781,2021-05-25,Flood,Moderate,3816145
PROP_00793,2021-05-25,Hail,Minor,78500
PROP_00800,2021-05-25,Flood,Severe,2074322
PROP_00804,2021-05-25,Flood,Severe,279092
PROP_00806,2021-05-25,Flood,Moderate,2023431
PROP_00816,2021-05-25,Storm,Moderate,406879
PROP_00827,2021-05-25,Storm,Minor,1767706
PROP_00840,2021-05-25,Flood,Minor,2467041
PROP_00841,2021-05-25,Flood,Severe,397056
PROP_00850,2021-05-25,Storm,Moderate,1022059
PROP_00853,2021-05-25,Hail,Moderate,115482
PROP_00854,2021-05-25,Storm,Moderate,1987860
PROP_00863,2021-05-25,Storm,Moderate,1065019
PROP_00865,2021-05-25,Flood,Moderate,1736181
PROP_00866,2021-05-25,Hail,Minor,3224690
PROP_00876,2021-05-25,Flood,Minor,335917
PROP_00880,2021-05-25,Storm,Severe,1718577
PROP_00883,2021-05-25,Flood,Moderate,1276146
